Word1,Word2,Word1_Freq,Word2_Freq,Bigram_Freq
strange,idea,548,798,11
next,table,356,520,1
young,officer,776,165,18
begin,drink,1745,329,4
student,mention,114,176,1
pawnbroker,alyona,13,18,1
seem,strange,1349,548,21
extraordinary,impression,177,178,4
someone,seem,187,1349,6
student,begin,114,1745,1
begin,tell,1745,2482,9
various,detail,49,153,1
old,harpy,1356,1,1
begin,describe,1745,157,1
student,chatter,114,41,1
sister,lizaveta,314,159,4
little,creature,1465,189,8
complete,bondage,152,13,1
small,child,185,758,4
begin,talk,1745,1065,23
student,speak,114,1198,1
peculiar,relish,99,18,1
officer,listen,165,702,1
send,lizaveta,591,159,1
learn,everything,199,811,1
different,mother,259,762,1
low,rank,182,71,4
goatskin,shoe,3,33,3
student,express,114,205,1
soldier,dress,53,285,1
officer,laugh,165,1027,1
raskolnikov,shudder,782,79,4
serious,question,153,897,1
actual,mischief,38,31,1
young,life,776,1043,2
life,thrown,1043,7,1
good,deed,1595,51,16
right,path,927,63,6
lock,hospital,121,44,1
devote,oneself,45,38,1
tiny,crime,58,165,1
life,thousand,1043,614,1
bite,lizaveta,47,159,1
direct,nature,81,225,1
great,man,1202,2546,18
ordinary,youthful,92,22,1
youthful,talk,22,1065,1
different,form,259,195,3
different,theme,259,11,1
trivial,talk,39,1065,1
immense,influence,42,109,2
something,preordain,1444,1,1
guide,hint,20,103,1
former,fever,104,101,1
leaden,sleep,4,222,2
next,morning,356,497,43
second,brew,304,3,1
head,ache,804,58,19
cry,nastasya,1704,123,1
nastasya,stand,123,1039,3
tea,stand,202,1039,3
nastasya,felt,123,657,1
ask,nastasya,1621,123,3
palm,stand,7,1039,1
complete,circle,152,71,1
drink,water,329,182,1
flow,gurgle,35,1,1
cold,water,167,182,4
clean,sand,67,13,1
clock,strike,193,344,2
wide,awake,81,53,5
begin,listen,1745,702,13
heart,beat,897,201,9
prepare,nothing,111,1567,1
distract,haste,25,213,1
forget,nothing,458,1567,5
linen,stuff,50,33,1
unwashed,shirt,5,47,1
sixteen,inch,19,25,1
strong,summer,176,70,1
summer,overcoat,70,39,4
stout,cotton,31,20,1
cotton,material,20,54,3
outer,garment,14,7,1
begin,sew,1745,23,1
left,armhole,152,2,1
hand,shake,1662,194,5
nothing,show,1567,660,1
ingenious,device,2,3,1
coat,pocket,154,235,4
regular,sack,92,9,1
hold,something,550,1444,1
little,opening,1465,6,1
left,corner,152,304,3
plan,piece,151,159,1
silver,cigarette,42,20,2
cigarette,case,20,516,3
thin,smooth,101,17,1
smooth,piece,17,159,1
thread,round,36,493,1
white,paper,173,240,4
iron,strip,26,13,1
hear,someone,1132,187,4
thirteen,step,22,419,1
important,thing,191,1295,12
final,resolution,55,32,1
agonise,inward,11,11,2
inward,struggle,11,76,2
single,instant,73,178,2
something,absurd,1444,109,1
whole,mass,889,56,5
unsettled,point,2,586,1
uncertainty,remain,19,302,1
trifle,business,55,320,1
business,cost,320,56,1
door,ajar,750,4,1
doubtful,point,15,586,1
mean,suspicion,1062,133,1
chief,point,140,586,14
trifle,detail,55,153,1
final,survey,55,6,1
real,thing,215,1295,7
moral,question,92,897,1
become,keen,598,34,1
rational,objection,22,16,1
last,resort,1586,10,4
seek,argument,114,47,1
much,occupy,1227,53,2
obvious,trace,32,74,1
curious,conclusion,89,113,1
chief,reason,140,479,5
reason,lay,479,414,1
material,impossibility,54,23,1
reason,power,479,142,2
phenomenal,heedlessness,3,2,1
power,attack,142,128,1
high,point,285,586,7
equal,violence,65,19,1
individual,case,38,516,2
peculiar,nature,99,225,1
morbid,reaction,22,3,1
simple,reason,120,479,2
last,conclusion,1586,113,1
material,difficulty,54,83,1
affair,occupy,175,53,1
secondary,position,10,283,1
familiarise,oneself,1,38,1
minute,detail,677,153,2
final,decision,55,76,4
hour,struck,508,30,2
trifle,circumstance,55,195,2
circumstance,upset,195,82,1
walk,past,563,187,6
notice,nothing,475,1567,10
dull,animal,37,27,1
animal,rage,27,104,1
rage,boil,104,35,1
stand,hesitate,1039,59,1
little,dark,1465,208,3
dark,room,208,1129,4
something,shin,1444,25,1
right,catch,927,309,1
faint,voice,89,588,6
voice,call,588,660,3
devil,help,160,383,2
strange,grin,548,54,3
chance,raise,126,265,1
avoid,awaken,111,12,1
awaken,suspicion,12,133,1
escape,look,139,2970,1
good,heaven,1595,201,69
curse,rise,105,287,1
minute,past,677,187,4
someway,round,1,493,1
much,afraid,1227,541,13
irrelevant,matter,19,609,1
yusupov,garden,4,154,4
deeply,absorb,51,28,1
great,fountain,1202,6,2
summer,garden,70,154,5
mihailovsky,palace,5,19,1
splendid,thing,57,1295,3
great,benefit,1202,53,2
great,town,1202,549,1
peculiar,way,99,1198,10
way,incline,1198,18,1
good,think,1595,2317,2
execution,clutch,25,61,1
hear,shout,1132,407,2
many,window,532,340,1
window,look,340,2970,5
huge,quadrangular,49,1,1
quadrangular,yard,1,93,1
staircase,lead,55,267,2
throb,heart,22,897,6
flat,opposite,113,88,2
flat,underneath,113,6,1
visit,card,290,83,1
card,nail,83,35,1
thought,float,549,21,3
dead,silence,220,305,6
hear,something,1132,1444,21
cautious,touch,12,179,1
something,aloud,1444,149,1
moment,stand,1301,1039,4
chapter,vii,172,29,14
suspicious,eye,46,1211,1
eye,star,1211,193,2
great,mistake,1202,159,3
advance,straight,46,290,1
open,eye,682,1211,6
pass,straight,521,290,2
woman,glance,1047,252,1
uninvited,visitor,8,232,1
minute,pass,677,521,13
fancy,something,331,1444,3
guess,everything,153,811,1
half,minute,387,677,1
woman,recover,1047,70,1
resolute,tone,20,196,1
difficulty,articulate,83,37,1
answer,sound,818,175,1
scan,raskolnikov,30,782,2
seem,somehow,1349,142,7
stifle,heat,22,43,1
moment,grow,1301,343,1
axe,slip,60,94,1
sudden,giddiness,239,7,1
woman,cry,1047,1704,3
blunt,side,3,427,2
strength,return,105,331,1
light,hair,346,166,1
broken,horn,43,9,1
horn,comb,9,20,1
blood,gush,221,4,1
eye,seem,1211,1349,6
dead,body,220,99,8
last,visit,1586,290,5
full,possession,302,55,8
small,room,185,1129,3
whole,shrine,889,2,1
holy,image,119,60,8
wall,stand,183,1039,1
big,bed,111,299,1
silk,patchwork,37,1,1
patchwork,wad,1,6,1
wad,quilt,6,12,2
third,wall,156,183,1
convulsive,shudder,8,79,2
shudder,pass,79,521,4
felt,tempt,657,28,1
terrify,idea,12,798,1
idea,occur,798,93,5
perfect,pool,104,6,2
something,hold,1444,550,1
cyprus,wood,1,48,1
silver,filigree,42,1,1
small,greasy,185,10,1
greasy,chamois,10,2,1
chamois,leather,2,30,2
leather,purse,30,57,2
steel,rim,9,1,1
raskolnikov,thrust,782,63,2
terrible,haste,241,213,1
begin,try,1745,630,10
big,key,111,54,1
small,key,185,54,1
strong,box,176,73,2
lid,cover,3,153,1
red,leather,159,30,2
steel,nail,9,35,1
key,fit,54,217,1
white,sheet,173,40,2
red,brocade,159,2,2
brocade,line,2,129,1
silk,dress,37,285,11
red,blood,159,221,2
thought,pass,549,521,6
gold,watch,74,300,2
watch,slip,300,94,1
fur,coat,14,154,7
various,article,49,113,2
tie,round,79,493,4
begin,fill,1745,104,2
hear,step,1132,419,1
woman,lay,1047,414,2
faint,cry,89,1704,2
low,broken,182,43,1
broken,moan,43,42,1
sit,squat,1134,3,1
wait,hold,639,550,1
room,stand,1129,1039,4
stand,lizaveta,1039,159,1
big,bundle,111,55,1
mouth,twitch,93,35,2
hapless,lizaveta,3,159,1
natural,action,97,157,1
empty,left,100,152,1
left,hand,152,1662,24
sharp,edge,49,32,1
fear,gain,204,112,1
unexpected,murder,101,412,1
many,obstacle,532,20,1
simple,horror,120,95,1
bucket,half,4,387,1
broken,saucer,43,8,1
begin,wash,1745,48,2
blood,rub,221,32,1
dim,light,7,346,3
dark,agonise,208,11,1
agonise,idea,11,798,1
idea,rise,798,287,1
terror,await,141,80,1
wrong,thing,184,1295,5
someone,begin,187,1745,1
fresh,footstep,75,17,1
step,sound,419,175,1
sound,somehow,175,142,1
somehow,peculiar,142,99,1
heavy,breathing,60,10,1
third,storey,156,31,7
instinct,help,17,383,1
crouch,hold,3,550,1
unknown,visitor,67,232,2
stand,opposite,1039,88,5
door,divide,750,30,1
visitor,pant,232,25,1
fat,man,47,2546,4
think,raskolnikov,2317,782,13
tin,bell,6,88,1
bell,tinkle,88,7,2
raskolnikov,seem,782,1349,3
something,move,1444,337,2
unknown,rang,67,20,1
raskolnikov,gaze,782,289,2
blank,terror,19,141,1
unknown,begin,67,1745,1
thick,voice,55,588,1
old,witch,1356,5,2
dozen,time,62,2625,2
intimate,acquaintance,45,135,3
moment,light,1301,346,1
light,hurry,346,192,1
hurry,step,192,419,1
ring,voice,107,588,1
answer,koch,818,20,1
witch,fix,5,159,1
old,hag,1356,4,3
good,ask,1595,1621,1
door,shake,750,194,1
hook,clank,25,7,1
cry,koch,1704,20,1
man,cry,2546,1704,2
koch,remain,20,302,1
begin,touch,1745,179,1
begin,look,1745,2970,15
raskolnikov,stand,782,1039,2
tight,hold,31,550,1
time,occur,2625,93,1
koch,begin,20,1745,1
impatience,desert,88,41,1
sentry,duty,2,150,1
heavy,boot,60,77,1
step,die,419,426,1
loud,voice,110,588,26
somebody,dash,54,42,1
shout,end,407,622,1
last,sound,1586,175,1
talk,loud,1065,110,1
fast,begin,61,1745,1
second,floor,304,177,6
broken,pot,43,15,1
open,door,682,750,10
unknown,street,67,297,1
half,way,387,1198,1
great,crowd,1202,230,1
canal,bank,22,57,10
way,round,1198,493,4
different,direction,259,73,1
grave,problem,78,25,1
escape,observation,139,29,1
blank,forgetfulness,19,8,1
part,ii,524,56,5
ii,chapter,56,172,2
recent,oblivion,31,6,1
despair,cry,172,1704,1
cry,rise,1704,287,2
recollect,everything,61,811,2
dreadful,chill,98,19,1
turn,everything,1279,811,3
last,thread,1586,36,2
thick,drop,55,255,1
fray,edge,4,32,1
big,claspknife,111,1,1
think,till,2317,389,1
nothing,left,1567,152,6
whole,heap,889,28,1
begin,stuff,1745,33,1
hide,thing,217,1295,2
unbearable,fit,19,217,1
chair,beside,362,231,3
winter,coat,34,154,1
torn,linen,29,50,1
rouse,suspicion,64,133,2
painful,concentration,72,3,1
forget,anything,458,796,5
simple,power,120,142,1
insufferable,torture,15,104,1
idea,enter,798,276,3
many,stain,532,37,1
wet,purse,72,57,1
deep,sigh,122,70,8
whole,line,889,129,1
left,pocket,152,235,2
left,boot,152,77,1
good,throw,1595,329,1
head,sank,804,24,1
unbearable,icy,19,3,1
icy,shiver,3,41,1
shout,nastasya,407,123,1
positive,pain,62,76,1
retort,nastasya,32,123,1
worth,steal,173,119,1
half,rise,387,287,2
nastasya,star,123,193,1
strange,way,548,1198,9
desperate,air,56,292,1
word,hold,1439,550,1
grey,fold,40,34,1
fold,paper,34,240,1
paper,seal,240,30,1
man,look,2546,2970,6
downright,ill,5,209,1
observe,nastasya,415,123,2
porter,turn,87,1279,1
half,wake,387,148,2
hysterical,giggle,64,14,2
great,coat,1202,154,2
rational,reflection,22,48,1
distinguish,anything,63,796,5
begin,read,1745,561,7
district,superintendent,50,24,1
agonise,bewilderment,11,22,1
top,surface,81,26,1
head,swam,804,1,1
finnish,pedlar,2,6,1
sun,shone,76,15,2
shone,straight,15,290,1
bright,sunny,69,4,1
sunny,day,4,1711,1
new,room,511,1129,1
new,house,511,888,5
old,office,1356,87,1
begin,ascend,1745,10,1
ask,question,1621,897,16
confess,everything,228,811,5
dirty,water,68,182,3
fearful,smell,43,30,1
peasant,stand,259,1039,2
stand,wait,1039,639,9
sicken,smell,4,30,1
fresh,paint,75,34,1
stale,oil,10,12,1
decorate,room,9,1129,1
fearful,impatience,43,88,1
impatience,draw,88,258,1
pay,attention,324,145,4
second,room,304,1129,3
clerk,sit,136,1134,1
sit,write,1134,602,4
man,ask,2546,1621,2
slight,interest,152,272,2
unkempt,person,4,382,1
head,clerk,804,136,22
furthest,room,7,1129,1
outer,room,14,1129,2
table,opposite,520,88,3
chief,clerk,140,136,1
write,something,602,1444,7
buxom,woman,4,1047,2
blotchy,face,2,1410,2
latter,glance,312,252,1
regain,confidence,23,51,1
trifle,carelessness,55,13,1
head,dizzier,804,1,1
terrible,inner,241,30,1
inner,turmoil,30,2,1
guess,something,153,1444,2
dark,mobile,208,1,1
mobile,face,1,1410,1
hair,part,166,524,1
gold,chain,74,32,1
luise,ivanovna,9,635,8
ich,danke,2,1,1
light,blue,346,61,7
blue,dress,61,285,2
dress,trim,285,5,1
white,lace,173,13,1
lace,float,13,21,1
fill,half,104,387,1
betray,evident,85,96,1
evident,uneasiness,96,47,1
officer,walk,165,563,1
small,lady,185,681,1
small,notice,185,475,1
assistant,superintendent,20,24,8
reddish,moustache,10,13,1
small,feature,185,37,1
certain,insolence,460,15,1
look,askance,2970,10,4
humiliate,position,52,283,1
direct,look,81,2970,1
raskolnikov,falter,782,54,1
sudden,intense,239,79,1
indescribable,relief,18,24,1
raskolnikov,answer,782,818,14
certain,pleasure,460,121,3
government,office,77,87,6
show,disrespect,660,6,1
indescribable,satisfaction,18,80,1
angry,assistant,348,20,1
unnatural,loudness,36,1,1
declaration,demand,16,64,1
alexandr,grigorievitch,3,2,2
fine,bird,120,46,1
write,declaration,602,16,1
assessor,zarnitsyn,4,2,1
widow,zarnitsyn,92,2,1
condescend,smile,18,734,3
certain,triumph,460,61,1
worth,worry,173,169,1
worth,attention,173,145,2
triumphant,sense,30,168,1
overwhelm,danger,53,65,1
whole,soul,889,341,7
instinctive,joy,5,130,1
unfortunate,smart,56,23,1
smart,lady,23,681,3
shameful,hussy,55,7,1
last,night,1586,587,77
whole,street,889,297,4
positive,amusement,62,23,1
ilya,petrovitch,40,331,33
abuse,become,84,598,2
terrible,assistant,241,20,1
pea,drop,6,255,1
german,accent,111,10,1
honourable,house,63,888,6
honourable,behaviour,63,37,1
begin,play,1745,288,3
bad,manner,376,155,4
begin,hit,1745,52,3
hit,everyone,52,177,1
hit,henriette,52,1,1
little,pig,1465,30,5
karl,pull,12,250,1
rouble,damage,543,11,2
clerk,repeat,136,363,1
assistant,glance,20,252,1
respectable,luise,56,9,1
polite,society,34,245,1
literary,man,66,2546,4
nice,set,75,420,1
contemptuous,glance,34,252,1
last,week,1586,199,25
week,use,199,663,1
disgraceful,language,28,57,1
respectable,family,56,388,5
civil,councillor,26,8,2
open,face,682,1410,1
splendid,thick,57,55,2
thick,fair,55,65,2
fair,whisker,65,13,1
nikodim,fomitch,24,26,24
little,step,1465,419,2
petrovitch,drawl,331,23,1
continue,nikodim,234,24,1
capital,fellow,79,375,5
explosive,lieutenant,10,33,7
cry,ilya,1704,40,3
much,gratify,1227,12,2
agreeable,banter,42,3,1
address,nikodim,262,24,2
ask,pardon,1621,72,1
poor,student,422,114,6
raskolnikov,put,782,1071,5
address,ilya,262,40,1
verbal,promise,4,182,1
youthful,affair,22,175,1
nobody,ask,58,1621,1
personal,detail,84,153,1
petrovitch,interpose,331,30,1
raskolnikov,stop,782,411,5
girl,die,465,426,2
remain,lodge,302,84,1
landlady,move,98,337,1
present,quarter,405,105,1
complete,trust,152,101,2
u,till,14,389,1
affect,detail,50,153,1
petrovitch,interrupt,331,182,3
write,undertaking,602,11,1
love,affair,1234,175,2
tragic,event,23,185,1
mutter,nikodim,297,24,1
latter,ask,312,1621,3
raskolnikov,fancy,782,331,3
clerk,treat,136,143,1
whole,room,889,1129,9
human,word,100,1439,1
gloomy,sensation,102,98,1
conscious,form,92,195,1
sentimental,effusion,25,2,2
sudden,revulsion,239,6,1
petty,vanity,36,69,3
german,woman,111,1047,4
awful,sensation,131,98,3
direct,sensation,81,98,2
clerk,begin,136,1745,1
begin,dictate,1745,23,2
usual,form,108,195,1
future,date,181,35,2
good,cast,1595,50,1
word,reach,1439,258,1
spend,half,216,387,1
regular,noah,92,1,1
fomitch,repeat,26,363,1
petrovitch,maintain,331,77,1
raskolnikov,pick,782,115,1
recover,consciousness,70,85,4
right,side,927,427,10
yellowish,glass,3,159,1
glass,fill,159,104,1
yellow,water,61,182,1
fomitch,stand,26,1039,1
fomitch,ask,26,1621,1
sick,man,120,2546,26
mutter,raskolnikov,297,782,6
feverish,eye,57,1211,4
petrovitch,pronounce,331,79,1
sudden,silence,239,305,1
conclude,ilya,105,40,1
eager,conversation,48,294,2
rest,rise,310,287,1
faintness,pass,1,521,1
hurry,home,192,469,1
former,terror,104,141,3
terror,master,141,130,1
little,box,1465,73,2
small,leather,185,30,1
leather,case,30,516,1
different,pocket,259,235,1
remain,pocket,302,235,1
clear,everything,282,811,1
trace,hide,74,217,1
difficult,task,138,22,1
ekaterininsky,canal,1,22,1
raft,stood,1,52,1
throw,something,329,1444,2
meet,seem,508,1349,1
thought,strike,549,344,2
dangerous,past,48,187,1
irrational,plan,5,151,1
idea,strike,798,344,14
solitary,place,31,704,1
clear,judgment,282,41,1
idea,seem,798,1349,9
passage,lead,114,267,1
blank,wall,19,183,6
unwhitewashed,wall,2,183,1
house,stretch,888,72,1
different,sort,259,699,5
carriage,builder,179,3,1
whole,place,889,704,2
coal,dust,4,27,1
many,workman,532,43,1
outer,wall,14,183,2
big,unhewn,111,2,1
unhewn,stone,2,160,2
sixty,pound,30,36,1
strength,turn,105,1279,1
small,hollow,185,13,1
purse,lay,57,414,1
twist,turn,43,1279,1
unbearable,joy,19,130,1
joy,overwhelm,130,53,1
begin,laugh,1745,1027,5
nervous,noiseless,102,6,1
noiseless,laugh,6,1027,1
idea,creep,798,33,1
circle,round,71,493,3
single,point,73,586,2
ungovernable,fury,2,83,1
new,life,511,1043,36
good,lord,1595,121,26
simple,question,120,897,2
question,perplexed,897,15,1
definite,object,43,267,3
filthy,degrade,36,26,1
degrade,business,26,320,1
new,question,511,897,1
decide,grimly,262,8,1
terrible,longing,241,24,1
everything,surround,811,48,1
little,neva,1465,21,5
fifth,floor,17,177,1
bare,foot,43,308,3
face,show,1410,660,7
show,surprise,660,347,1
leather,sofa,30,258,5
bad,condition,376,163,1
razumihin,saw,344,589,2
begin,feel,1745,533,4
raskolnikov,pull,782,250,1
want,lesson,1315,66,1
razumihin,observe,344,415,3
friend,face,606,1410,1
wide,world,81,429,1
spleen,rise,10,287,1
cross,razumihin,272,344,1
want,nothing,1315,1567,7
perfect,madman,104,52,2
natural,science,97,71,8
great,fool,1202,325,3
german,text,111,3,1
crude,charlatanism,11,2,1
woman,question,1047,897,13
half,signature,387,17,1
gorgeous,title,7,18,1
title,half,18,387,1
dull,scandal,37,88,1
second,part,304,524,4
tell,heruvimov,2482,3,1
second,signature,304,17,1
german,sheet,111,40,1
razumihin,gaze,344,289,1
german,article,111,113,1
razumihin,shout,344,407,6
shout,razumihin,407,344,5
continued,descend,4,24,1
nikolaevsky,bridge,1,51,1
full,consciousness,302,85,3
unpleasant,incident,54,95,1
violent,lash,89,26,1
hear,laughter,1132,148,2
regular,profession,92,5,1
felt,someone,657,187,1
someone,thrust,187,63,1
thrust,money,63,993,1
green,parasol,70,4,1
beggar,ask,52,1621,1
doubtless,owe,28,90,1
turn,face,1279,1410,1
bright,blue,69,61,1
pure,air,75,292,2
raskolnikov,forgot,782,3,1
definite,idea,43,798,5
idea,occupy,798,53,1
magnificent,spectacle,34,45,1
mysterious,emotion,76,65,1
gorgeous,picture,7,115,1
enigmatic,impression,14,178,1
old,doubt,1356,343,1
old,past,1356,187,2
old,thought,1356,549,1
old,problem,1356,25,1
old,impression,1356,178,1
unconscious,movement,63,93,1
arm,flung,291,22,1
reach,home,258,469,10
fearful,scream,43,110,3
unnatural,sound,36,175,1
curse,grow,105,343,1
grow,louder,343,14,2
intense,amazement,79,85,2
hear,voice,1132,588,4
door,bang,750,20,1
terror,grip,141,11,1
door,slam,750,11,1
raskolnikov,sank,782,24,1
sank,wear,24,214,1
intolerable,sensation,18,98,2
infinite,terror,34,141,1
bright,light,69,346,1
light,flash,346,142,1
nastasya,scrutinise,123,28,1
search,eye,87,1211,3
weak,voice,122,588,4
resolute,voice,20,588,5
blood,cry,221,1704,3
begin,fancy,1745,331,1
fancy,thing,331,1295,1
eat,something,114,1444,2
white,earthenware,173,4,1
earthenware,jug,4,11,1
feverish,state,57,248,1
plot,something,36,1444,3
seem,part,1349,524,1
forget,something,458,1444,4
intolerable,terror,18,141,1
complete,consciousness,152,85,1
fine,day,120,1711,4
right,wall,927,183,1
stand,beside,1039,231,11
complete,stranger,152,55,6
raskolnikov,sit,782,1134,7
black,eye,139,1211,17
razumihin,ask,344,1621,2
merchant,shelopaev,82,1,1
please,sit,294,1134,6
razumihin,seat,344,192,1
drunk,anything,203,796,1
bring,zossimov,817,86,3
nervous,nonsense,102,277,1
alexey,semyonovitch,226,25,1
man,begin,2546,1745,3
intelligible,condition,7,163,2
semyon,semyonovitch,51,25,2
request,instruction,84,40,1
previous,occasion,81,170,5
cry,razumihin,1704,344,18
intelligent,man,51,2546,9
hear,word,1132,1439,2
send,instruction,591,40,1
bear,witness,205,184,15
hold,raskolnikov,550,782,1
answer,nastasya,818,123,2
bring,soup,817,43,1
profound,astonishment,47,67,2
minute,nastasya,677,123,1
nastasya,return,123,331,1
cool,hand,23,1662,1
mutter,nastasya,297,123,1
razumihin,sit,344,1134,1
sofa,beside,258,231,2
bear,put,205,1071,1
left,arm,152,291,3
round,raskolnikov,493,782,1
raskolnikov,swallow,782,27,1
ask,zossimov,1621,86,2
begin,eat,1745,114,2
touch,food,179,34,1
little,landlady,1465,98,1
quick,girl,46,465,1
effective,mean,11,1062,1
dozen,spoonful,62,10,1
real,pillow,215,103,1
clean,case,67,516,1
raspberry,jam,5,6,1
raspberry,tea,5,202,2
outspread,finger,1,192,1
sip,tea,15,202,2
address,bureau,262,14,2
general,kobelev,935,1,1
nastasya,murmur,123,91,1
smile,slyly,734,11,2
nastasya,nikiforovna,123,2,1
nastasya,cry,123,1704,1
regular,explosion,92,4,1
